"week_cut","pred","year","week","low","high","app"
2021-04-05,238.5186943464,2021,14,11.0327505233394,412.400591309211,"7"
2021-04-12,215.387726761788,2021,15,2.3175490059765,405.110210658271,"7"
2021-04-19,205.672909164585,2021,16,3.45635381564593,388.925894736002,"7"
2021-04-26,233.692509816097,2021,17,20.6985789558145,432.961799831007,"7"
2021-05-03,230.919356992603,2021,18,0,413.819402575497,"7"
2021-05-10,244.406301981519,2021,19,3.33825274608212,435.140766102331,"7"
2021-05-17,221.283974723876,2021,20,5.33912183694917,435.521987829337,"7"
2021-05-24,251.097688247378,2021,21,27.8358223123792,483.858083181127,"7"
2021-05-31,235.389569041072,2021,22,0.652155940044681,436.568629155677,"7"
2021-06-07,261.622332183097,2021,23,0.93183955402139,481.021084662114,"7"
2021-06-14,72.7940394131323,2021,24,3.26165363818354,129.214020126815,"7"
2020-06-15,45.8183865189688,2020,24,45.8183865189688,45.8183865189688,"8"
2020-06-22,44.5616979509691,2020,25,44.5616979509691,46.5616979509691,"8"
2020-06-29,10.8472236588308,2020,26,10.8472236588308,13.8472236588308,"8"
2020-07-06,19.9930576509084,2020,27,19.9930576509084,23.9930576509084,"8"
2020-07-13,55.9467646838576,2020,28,55.9467646838576,56.9467646838576,"8"
2020-07-20,26.1679014576462,2020,29,26.1679014576462,27.1679014576462,"8"
2020-07-27,11.0114305651061,2020,30,11.0114305651061,14.0114305651061,"8"
2020-08-03,13.0887987401403,2020,31,13.0887987401403,16.0887987401403,"8"
2020-08-10,21.4262981307617,2020,32,21.4262981307617,23.4262981307617,"8"
2020-08-17,36.7556443329042,2020,33,36.7556443329042,37.7556443329042,"8"
2020-08-24,27.1551032801227,2020,34,27.1551032801227,31.1551032801227,"8"
2020-08-31,27.8453292874299,2020,35,27.8453292874299,31.8453292874299,"8"
2020-09-07,6.3699845841828,2020,36,6.3699845841828,12.3699845841828,"8"
2020-09-14,4.2736260188675,2020,37,4.2736260188675,10.2736260188675,"8"
2020-09-21,5.29503650815946,2020,38,5.29503650815946,11.2950365081595,"8"
2020-09-28,11.0804596593277,2020,39,11.0804596593277,15.0804596593277,"8"
2020-10-05,0,2020,40,0,7,"8"
2020-10-12,0,2020,41,0,7,"8"
2020-10-19,8.3861798570496,2020,42,8.3861798570496,13.3861798570496,"8"
2020-10-26,14.5065599726875,2020,43,14.5065599726875,18.5065599726875,"8"
2020-11-02,0,2020,44,0,7,"8"
2020-11-09,26.0692151495311,2020,45,26.0692151495311,29.0692151495311,"8"
2020-11-16,33.2455264597241,2020,46,33.2455264597241,36.2455264597241,"8"
2020-11-23,16.1486693043173,2020,47,16.1486693043173,19.1486693043173,"8"
2020-11-30,20.794331293382,2020,48,20.794331293382,22.794331293382,"8"
2020-12-07,14.6812444612481,2020,49,14.6812444612481,17.6812444612481,"8"
2020-12-14,13.7858429834078,2020,50,13.7858429834078,16.7858429834078,"8"
2020-12-21,10.0115092740282,2020,51,10.0115092740282,15.0115092740282,"8"
2020-12-28,1.64616766357418,2020,52,1.64616766357418,7.64616766357418,"8"
2021-01-04,0,2021,1,0,7,"8"
2021-01-11,17.5482397890293,2021,2,17.5482397890293,22.5482397890293,"8"
2021-01-18,1.89330451889495,2021,3,1.89330451889495,7.89330451889495,"8"
2021-01-25,14.8478428978861,2021,4,14.8478428978861,20.8478428978861,"8"
2021-02-01,22.3462467978731,2021,5,22.3462467978731,25.3462467978731,"8"
2021-02-08,13.9830329630022,2021,6,13.9830329630022,18.9830329630022,"8"
2021-02-15,0,2021,7,0,7,"8"
2021-02-22,4.98268915650594,2021,8,4.98268915650594,10.9826891565059,"8"
2021-03-01,0,2021,9,0,7,"8"
2021-03-08,0,2021,10,0,7,"8"
2021-03-15,16.4118093236109,2021,11,16.4118093236109,20.4118093236109,"8"
2021-03-22,29.1420350139196,2021,12,29.1420350139196,30.1420350139196,"8"
2021-03-29,0,2021,13,0,7,"8"
2021-04-05,11.1356632688797,2021,14,11.1356632688797,15.1356632688797,"8"
2021-04-12,21.3520329741055,2021,15,21.3520329741055,25.3520329741055,"8"
2021-04-19,1.65014676928669,2021,16,1.65014676928669,7.65014676928669,"8"
2021-04-26,15.1477883122007,2021,17,15.1477883122007,19.1477883122007,"8"
2021-05-03,17.6556289823335,2021,18,17.6556289823335,20.6556289823335,"8"
2021-05-10,27.5517220048024,2021,19,27.5517220048024,29.5517220048024,"8"
2021-05-17,12.4622597964972,2021,20,12.4622597964972,16.4622597964972,"8"
2021-05-24,50.0119718572156,2021,21,50.0119718572156,51.0119718572156,"8"
2021-05-31,17.7365478304979,2021,22,17.7365478304979,21.7365478304979,"8"
2021-06-07,31.5752165079518,2021,23,31.5752165079518,34.5752165079518,"8"
2021-06-14,0,2021,24,0,2,"8"
