"date","count","star","app"
2018-10-27,57,3.7,"Waze"
2018-10-28,50,3.7,"Waze"
2018-10-29,51,3.5,"Waze"
2018-10-30,42,3.5,"Waze"
2018-10-31,53,3.7,"Waze"
2018-11-01,89,4.1,"Waze"
2018-11-02,78,4,"Waze"
2018-11-03,49,3.9,"Waze"
2018-11-04,41,3.8,"Waze"
2018-11-05,49,3.6,"Waze"
2018-11-06,47,3.7,"Waze"
2018-11-07,45,3.3,"Waze"
2018-11-08,54,3.3,"Waze"
2018-11-09,54,3.3,"Waze"
2018-11-10,57,3.2,"Waze"
2018-11-11,46,3.4,"Waze"
2018-11-12,35,3.7,"Waze"
2018-11-13,49,3.1,"Waze"
2018-11-14,63,3.3,"Waze"
2018-11-15,67,3,"Waze"
2018-11-16,60,3.2,"Waze"
2018-11-17,41,2.9,"Waze"
2018-11-18,35,3.4,"Waze"
2018-11-19,72,3.9,"Waze"
2018-11-20,94,3.6,"Waze"
2018-11-21,75,3.3,"Waze"
2018-11-22,54,3.6,"Waze"
2018-11-23,44,4.1,"Waze"
2018-11-24,54,3.8,"Waze"
2018-11-25,37,3.2,"Waze"
2018-11-26,42,3.7,"Waze"
2018-11-27,41,3.4,"Waze"
2018-11-28,43,3.3,"Waze"
2018-11-29,46,3.6,"Waze"
2018-11-30,45,3.6,"Waze"
2018-12-01,36,3.2,"Waze"
2018-12-02,32,3.5,"Waze"
2018-12-03,46,3.1,"Waze"
2018-12-04,31,3.9,"Waze"
2018-12-05,66,3.7,"Waze"
2018-12-06,60,3.8,"Waze"
2018-12-07,55,3.5,"Waze"
2018-12-08,40,4.1,"Waze"
2018-12-09,35,3.3,"Waze"
2018-12-10,34,3.6,"Waze"
2018-12-11,54,3.5,"Waze"
2018-12-12,36,3.1,"Waze"
2018-12-13,40,3.4,"Waze"
2018-12-14,45,3.7,"Waze"
2018-12-15,38,4,"Waze"
2018-12-16,61,3.8,"Waze"
2018-12-17,70,3.5,"Waze"
2018-12-18,58,3.1,"Waze"
2018-12-19,33,2.9,"Waze"
2018-12-20,34,3.2,"Waze"
2018-12-21,31,3.6,"Waze"
2018-12-22,32,2.9,"Waze"
2018-12-23,32,3.3,"Waze"
2018-12-24,27,3,"Waze"
2018-12-25,21,3.5,"Waze"
2018-12-26,28,2.9,"Waze"
2018-12-27,71,3.8,"Waze"
2018-12-28,79,3.2,"Waze"
2018-12-29,40,3.8,"Waze"
2018-12-30,43,2.9,"Waze"
2018-12-31,33,3.5,"Waze"
2019-01-01,29,2.7,"Waze"
2019-01-02,36,3.4,"Waze"
2019-01-03,39,2.8,"Waze"
2019-01-04,20,2.8,"Waze"
2019-01-05,32,3.2,"Waze"
2019-01-06,33,2.7,"Waze"
2019-01-07,21,3.8,"Waze"
2019-01-08,33,3.2,"Waze"
2019-01-09,41,3.3,"Waze"
2019-01-10,68,3.6,"Waze"
2019-01-11,47,3.5,"Waze"
2019-01-12,31,3.3,"Waze"
2019-01-13,38,3.4,"Waze"
2019-01-14,17,3.7,"Waze"
2019-01-15,38,3.4,"Waze"
2019-01-16,32,2.5,"Waze"
2019-01-17,32,3.1,"Waze"
2019-01-18,36,3.6,"Waze"
2019-01-19,33,3.2,"Waze"
2019-01-20,22,3.3,"Waze"
2019-01-21,26,3.2,"Waze"
2019-01-22,36,3.6,"Waze"
2019-01-23,35,3,"Waze"
2019-01-24,41,2.9,"Waze"
2019-01-25,27,2.6,"Waze"
2019-01-26,27,2.6,"Waze"
2019-01-27,25,3.2,"Waze"
2019-01-28,38,2.9,"Waze"
2019-01-29,32,3.1,"Waze"
2019-01-30,31,3.1,"Waze"
2019-01-31,26,2.8,"Waze"
2019-02-01,27,3.3,"Waze"
2019-02-02,33,3,"Waze"
2019-02-03,32,3.2,"Waze"
2019-02-04,27,3.2,"Waze"
2019-02-05,38,3,"Waze"
2019-02-06,38,3.6,"Waze"
2019-02-07,57,3.6,"Waze"
2019-02-08,44,3.5,"Waze"
2019-02-09,57,3.5,"Waze"
2019-02-10,38,3.6,"Waze"
2019-02-11,29,3.3,"Waze"
2019-02-12,39,3.3,"Waze"
2019-02-13,42,3.2,"Waze"
2019-02-14,52,3.2,"Waze"
2019-02-15,65,3.7,"Waze"
2019-02-16,36,3.4,"Waze"
2019-02-17,34,3.5,"Waze"
2019-02-18,38,3.7,"Waze"
2019-02-19,45,3.9,"Waze"
2019-02-20,33,3.6,"Waze"
2019-02-21,48,3.3,"Waze"
2019-02-22,78,3.4,"Waze"
2019-02-23,44,3.5,"Waze"
2019-02-24,29,3.3,"Waze"
2019-02-25,33,3.2,"Waze"
2019-02-26,34,3.7,"Waze"
2019-02-27,46,3.6,"Waze"
2019-02-28,49,3.5,"Waze"
2019-03-01,38,3.6,"Waze"
2019-03-02,43,3.3,"Waze"
2019-03-03,43,3.2,"Waze"
2019-03-04,33,3.3,"Waze"
2019-03-05,36,3.8,"Waze"
2019-03-06,75,3.8,"Waze"
2019-03-07,58,3.2,"Waze"
2019-03-08,49,3.5,"Waze"
2019-03-09,48,2.9,"Waze"
2019-03-10,36,3.6,"Waze"
2019-03-11,45,3,"Waze"
2019-03-12,51,3.4,"Waze"
2019-03-13,48,3.3,"Waze"
2019-03-14,40,3,"Waze"
2019-03-15,34,2.6,"Waze"
2019-03-16,68,2.8,"Waze"
2019-03-17,32,3.3,"Waze"
2019-03-18,39,2.9,"Waze"
2019-03-19,30,3.1,"Waze"
2019-03-20,57,3.2,"Waze"
2019-03-21,33,3.4,"Waze"
2019-03-22,58,3.2,"Waze"
2019-03-23,53,4.1,"Waze"
2019-03-24,44,3.5,"Waze"
2019-03-25,43,3.2,"Waze"
2019-03-26,58,3.7,"Waze"
2019-03-27,68,3.4,"Waze"
2019-03-28,53,2.8,"Waze"
2019-03-29,35,3.7,"Waze"
2019-03-30,44,3.7,"Waze"
2019-03-31,36,3.7,"Waze"
2019-04-01,51,3.4,"Waze"
2019-04-02,48,3.5,"Waze"
2019-04-03,42,3.5,"Waze"
2019-04-04,40,3.6,"Waze"
2019-04-05,63,3.7,"Waze"
2019-04-06,46,3.4,"Waze"
2019-04-07,41,3.9,"Waze"
2019-04-08,49,3.4,"Waze"
2019-04-09,41,3.1,"Waze"
2019-04-10,93,3.6,"Waze"
2019-04-11,49,3.3,"Waze"
2019-04-12,44,3.5,"Waze"
2019-04-13,63,3.9,"Waze"
2019-04-14,52,3.5,"Waze"
2019-04-15,52,3.8,"Waze"
2019-04-16,53,3.9,"Waze"
2019-04-17,48,3.4,"Waze"
2019-04-18,65,3.6,"Waze"
2019-04-19,55,3.7,"Waze"
2019-04-20,48,3.6,"Waze"
2019-04-21,49,3.5,"Waze"
2019-04-22,44,3.8,"Waze"
2019-04-23,56,3.4,"Waze"
2019-04-24,58,3.1,"Waze"
2019-04-25,53,3.3,"Waze"
2019-04-26,36,3.6,"Waze"
2019-04-27,46,3.4,"Waze"
2019-04-28,45,3,"Waze"
2019-04-29,44,3.2,"Waze"
2019-04-30,44,3.3,"Waze"
2019-05-01,49,3.2,"Waze"
2019-05-02,38,3.7,"Waze"
2019-05-03,45,3.4,"Waze"
2019-05-04,35,3.4,"Waze"
2019-05-05,38,3.7,"Waze"
2019-05-06,39,3.4,"Waze"
2019-05-07,35,3,"Waze"
2019-05-08,46,3.5,"Waze"
2019-05-09,35,3.7,"Waze"
2019-05-10,54,3.8,"Waze"
2019-05-11,47,3.5,"Waze"
2019-05-12,40,3.6,"Waze"
2019-05-13,34,3.1,"Waze"
2019-05-14,40,3.8,"Waze"
2019-05-15,33,3.2,"Waze"
2019-05-16,62,3,"Waze"
2019-05-17,51,3.5,"Waze"
2019-05-18,37,2.7,"Waze"
2019-05-19,34,3.5,"Waze"
2019-05-20,33,3.2,"Waze"
2019-05-21,40,3.8,"Waze"
2019-05-22,54,3.4,"Waze"
2019-05-23,71,3.8,"Waze"
2019-05-24,60,3.6,"Waze"
2019-05-25,63,3.6,"Waze"
2019-05-26,50,3.7,"Waze"
2019-05-27,44,3.5,"Waze"
2019-05-28,81,3.7,"Waze"
2019-05-29,82,3.2,"Waze"
2019-05-30,55,3.3,"Waze"
2019-05-31,72,3.1,"Waze"
2019-06-01,71,3.1,"Waze"
2019-06-02,108,3.7,"Waze"
2019-06-03,98,3.9,"Waze"
2019-06-04,71,3.1,"Waze"
2019-06-05,68,3.2,"Waze"
2019-06-06,67,3.3,"Waze"
2019-06-07,55,3.2,"Waze"
2019-06-08,74,3.3,"Waze"
2019-06-09,47,3.1,"Waze"
2019-06-10,68,3.3,"Waze"
2019-06-11,102,3.7,"Waze"
2019-06-12,66,3.5,"Waze"
2019-06-13,62,3.7,"Waze"
2019-06-14,61,3.4,"Waze"
2019-06-15,52,3.6,"Waze"
2019-06-16,35,3.3,"Waze"
2019-06-17,64,3.1,"Waze"
2019-06-18,82,4,"Waze"
2019-06-19,66,3,"Waze"
2019-06-20,81,3.1,"Waze"
2019-06-21,95,2.9,"Waze"
2019-06-22,75,3.2,"Waze"
2019-06-23,58,3.2,"Waze"
2019-06-24,69,3.4,"Waze"
2019-06-25,63,2.9,"Waze"
2019-06-26,51,3.5,"Waze"
2019-06-27,50,3.3,"Waze"
2019-06-28,63,2.8,"Waze"
2019-06-29,81,2.4,"Waze"
2019-06-30,114,2.6,"Waze"
2019-07-01,89,3.4,"Waze"
2019-07-02,76,3.3,"Waze"
2019-07-03,71,3.3,"Waze"
2019-07-04,66,3.3,"Waze"
2019-07-05,61,3.1,"Waze"
2019-07-06,73,2.8,"Waze"
2019-07-07,137,2.3,"Waze"
2019-07-08,85,2.8,"Waze"
2019-07-09,85,2.6,"Waze"
2019-07-10,88,3.1,"Waze"
2019-07-11,77,3.5,"Waze"
2019-07-12,73,3.2,"Waze"
2019-07-13,59,3.2,"Waze"
2019-07-14,59,3.2,"Waze"
2019-07-15,40,3.4,"Waze"
2019-07-16,50,3.3,"Waze"
2019-07-17,38,3.4,"Waze"
2019-07-18,55,3.5,"Waze"
2019-07-19,64,3.5,"Waze"
2019-07-20,46,3.5,"Waze"
2019-07-21,56,3.2,"Waze"
2019-07-22,44,3.2,"Waze"
2019-07-23,43,3.5,"Waze"
2019-07-24,43,3.5,"Waze"
2019-07-25,70,3.2,"Waze"
2019-07-26,69,3.8,"Waze"
2019-07-27,68,3.4,"Waze"
2019-07-28,57,3.3,"Waze"
2019-07-29,59,3.4,"Waze"
2019-07-30,47,3.3,"Waze"
2019-07-31,56,3.2,"Waze"
2019-08-01,53,3.6,"Waze"
2019-08-02,46,3.8,"Waze"
2019-08-03,53,3.1,"Waze"
2019-08-04,46,3.6,"Waze"
2019-08-05,37,3.4,"Waze"
2019-08-06,61,3.6,"Waze"
2019-08-07,86,3.5,"Waze"
2019-08-08,38,3.3,"Waze"
2019-08-09,63,3.5,"Waze"
2019-08-10,42,3.5,"Waze"
2019-08-11,47,3.7,"Waze"
2019-08-12,38,3.2,"Waze"
2019-08-13,48,3.3,"Waze"
2019-08-14,67,3.4,"Waze"
2019-08-15,41,3.5,"Waze"
2019-08-16,60,3.8,"Waze"
2019-08-17,56,3.4,"Waze"
2019-08-18,34,3.1,"Waze"
2019-08-19,43,3.7,"Waze"
2019-08-20,72,3.4,"Waze"
2019-08-21,97,3.9,"Waze"
2019-08-22,45,3.4,"Waze"
2019-08-23,73,3.5,"Waze"
2019-08-24,42,3.6,"Waze"
2019-08-25,39,3.3,"Waze"
2019-08-26,40,3.8,"Waze"
2019-08-27,45,3.2,"Waze"
2019-08-28,52,3.4,"Waze"
2019-08-29,65,3.2,"Waze"
2019-08-30,48,3.3,"Waze"
2019-08-31,64,2.6,"Waze"
2019-09-01,90,3.7,"Waze"
2019-09-02,78,3.7,"Waze"
2019-09-03,59,3.6,"Waze"
2019-09-04,48,3,"Waze"
2019-09-05,47,3.1,"Waze"
2019-09-06,56,3.5,"Waze"
2019-09-07,41,3.2,"Waze"
2019-09-08,49,3,"Waze"
2019-09-09,49,3.4,"Waze"
2019-09-10,60,2.5,"Waze"
2019-09-11,45,3.3,"Waze"
2019-09-12,42,3.5,"Waze"
2019-09-13,36,3.1,"Waze"
2019-09-14,56,3.1,"Waze"
2019-09-15,40,3.3,"Waze"
2019-09-16,57,3.7,"Waze"
2019-09-17,92,3.5,"Waze"
2019-09-18,59,3.3,"Waze"
2019-09-19,87,3.4,"Waze"
2019-09-20,71,3.4,"Waze"
2019-09-21,53,3.2,"Waze"
2019-09-22,42,3.7,"Waze"
2019-09-23,54,3.3,"Waze"
2019-09-24,47,3.4,"Waze"
2019-09-25,72,3.4,"Waze"
2019-09-26,88,3.5,"Waze"
2019-09-27,69,3.4,"Waze"
2019-09-28,51,3,"Waze"
2019-09-29,38,3.9,"Waze"
2019-09-30,48,3.5,"Waze"
2019-10-01,39,3.3,"Waze"
2019-10-02,73,3.5,"Waze"
2019-10-03,61,3.1,"Waze"
2019-10-04,41,3.6,"Waze"
2019-10-05,42,3.5,"Waze"
2019-10-06,39,3.6,"Waze"
2019-10-07,34,3.2,"Waze"
2019-10-08,34,3.2,"Waze"
2019-10-09,42,2.6,"Waze"
2019-10-10,38,3.8,"Waze"
2019-10-11,45,3.6,"Waze"
2019-10-12,45,3.7,"Waze"
2019-10-13,32,3.6,"Waze"
2019-10-14,44,3.1,"Waze"
2019-10-15,34,3,"Waze"
2019-10-16,43,3.2,"Waze"
2019-10-17,46,4,"Waze"
2019-10-18,39,3.4,"Waze"
2019-10-19,48,3.4,"Waze"
2019-10-20,39,2.9,"Waze"
2019-10-21,37,3.6,"Waze"
2019-10-22,61,3.5,"Waze"
2019-10-23,63,3.6,"Waze"
2019-10-24,56,3.5,"Waze"
2019-10-25,73,3.3,"Waze"
2019-10-26,56,2.5,"Waze"
2019-10-27,50,2.9,"Waze"
2019-10-28,52,3.1,"Waze"
2019-10-29,68,3.1,"Waze"
2019-10-30,67,2.5,"Waze"
2019-10-31,65,2.9,"Waze"
2019-11-01,67,3.3,"Waze"
2019-11-02,36,3,"Waze"
2019-11-03,48,3.4,"Waze"
2019-11-04,60,2.9,"Waze"
2019-11-05,66,2.7,"Waze"
2019-11-06,91,2.3,"Waze"
2019-11-07,71,2.4,"Waze"
2019-11-08,76,2.6,"Waze"
2019-11-09,62,2.9,"Waze"
2019-11-10,49,3.4,"Waze"
2019-11-11,64,2.6,"Waze"
2019-11-12,61,2.9,"Waze"
2019-11-13,91,2.6,"Waze"
2019-11-14,58,2.9,"Waze"
2019-11-15,55,2.9,"Waze"
2019-11-16,52,2.8,"Waze"
2019-11-17,35,3.2,"Waze"
2019-11-18,48,2.9,"Waze"
2019-11-19,50,2.7,"Waze"
2019-11-20,65,3.1,"Waze"
2019-11-21,79,3.1,"Waze"
2019-11-22,76,3,"Waze"
2019-11-23,47,3.1,"Waze"
2019-11-24,46,3.8,"Waze"
2019-11-25,54,3.7,"Waze"
2019-11-26,41,3.1,"Waze"
2019-11-27,55,3.1,"Waze"
2019-11-28,51,3.4,"Waze"
2019-11-29,41,3.4,"Waze"
2019-11-30,54,3.1,"Waze"
2019-12-01,67,3.4,"Waze"
2019-12-02,109,2.2,"Waze"
2019-12-03,47,2.9,"Waze"
2019-12-04,78,3.3,"Waze"
2019-12-05,50,3.2,"Waze"
2019-12-06,73,3,"Waze"
2019-12-07,56,2.8,"Waze"
2019-12-08,49,3.3,"Waze"
2019-12-09,46,2.9,"Waze"
2019-12-10,43,3,"Waze"
2019-12-11,57,3.2,"Waze"
2019-12-12,52,3.1,"Waze"
2019-12-13,41,3.1,"Waze"
2019-12-14,43,3.6,"Waze"
2019-12-15,48,3.1,"Waze"
2019-12-16,29,3.2,"Waze"
2019-12-17,46,3.3,"Waze"
2019-12-18,48,3.3,"Waze"
2019-12-19,57,3.4,"Waze"
2019-12-20,55,3.5,"Waze"
2019-12-21,46,3.7,"Waze"
2019-12-22,39,3.2,"Waze"
2019-12-23,33,3.9,"Waze"
2019-12-24,39,3.1,"Waze"
2019-12-25,36,3.1,"Waze"
2019-12-26,34,3.6,"Waze"
2019-12-27,47,3.5,"Waze"
2019-12-28,42,3.2,"Waze"
2019-12-29,38,3.5,"Waze"
2019-12-30,29,3,"Waze"
2019-12-31,48,3.1,"Waze"
2020-01-01,38,3.6,"Waze"
2020-01-02,55,3.6,"Waze"
2020-01-03,45,3.4,"Waze"
2020-01-04,44,4.1,"Waze"
2020-01-05,44,3.6,"Waze"
2020-01-06,27,3.6,"Waze"
2020-01-07,40,3.8,"Waze"
2020-01-08,34,3.3,"Waze"
2020-01-09,47,3.4,"Waze"
2020-01-10,38,3.9,"Waze"
2020-01-11,45,3.9,"Waze"
2020-01-12,34,4,"Waze"
2020-01-13,49,3.5,"Waze"
2020-01-14,38,3.5,"Waze"
2020-01-15,50,3.6,"Waze"
2020-01-16,36,3.4,"Waze"
2020-01-17,36,3.4,"Waze"
2020-01-18,34,3.6,"Waze"
2020-01-19,28,3.4,"Waze"
2020-01-20,37,3.8,"Waze"
2020-01-21,34,3.8,"Waze"
2020-01-22,41,3.7,"Waze"
2020-01-23,47,3.6,"Waze"
2020-01-24,72,3.7,"Waze"
2020-01-25,52,3.4,"Waze"
2020-01-26,38,3.7,"Waze"
2020-01-27,36,3.6,"Waze"
2020-01-28,48,3.8,"Waze"
2020-01-29,44,3.6,"Waze"
2020-01-30,46,3.9,"Waze"
2020-01-31,48,3.9,"Waze"
2020-02-01,42,3.5,"Waze"
2020-02-02,36,3.6,"Waze"
2020-02-03,41,3.3,"Waze"
2020-02-04,49,3.6,"Waze"
2020-02-05,34,3.1,"Waze"
2020-02-06,28,3.5,"Waze"
2020-02-07,50,3.8,"Waze"
2020-02-08,48,3.7,"Waze"
2020-02-09,31,3.6,"Waze"
2020-02-10,33,3.7,"Waze"
2020-02-11,37,3.8,"Waze"
2020-02-12,39,3.3,"Waze"
2020-02-13,36,3.7,"Waze"
2020-02-14,36,3.4,"Waze"
2020-02-15,41,3.4,"Waze"
2020-02-16,41,3.5,"Waze"
2020-02-17,58,3.6,"Waze"
2020-02-18,42,3.6,"Waze"
2020-02-19,41,3,"Waze"
2020-02-20,63,3.7,"Waze"
2020-02-21,70,3.4,"Waze"
2020-02-22,49,3.7,"Waze"
2020-02-23,56,3.3,"Waze"
2020-02-24,46,3.2,"Waze"
2020-02-25,48,3.5,"Waze"
2020-02-26,40,3.3,"Waze"
2020-02-27,49,3.4,"Waze"
2020-02-28,46,3.5,"Waze"
2020-02-29,48,3.4,"Waze"
2020-03-01,35,3.7,"Waze"
2020-03-02,48,3.7,"Waze"
2020-03-03,36,3,"Waze"
2020-03-04,35,4.3,"Waze"
2020-03-05,47,3.2,"Waze"
2020-03-06,44,3.7,"Waze"
2020-03-07,43,3.7,"Waze"
2020-03-08,41,3.7,"Waze"
2020-03-09,22,3.2,"Waze"
2020-03-10,43,3.4,"Waze"
2020-03-11,33,3.5,"Waze"
2020-03-12,45,3.4,"Waze"
2020-03-13,36,3.6,"Waze"
2020-03-14,46,3.5,"Waze"
2020-03-15,19,3.5,"Waze"
2020-03-16,35,4,"Waze"
2020-03-17,26,3.6,"Waze"
2020-03-18,33,3.8,"Waze"
2020-03-19,36,4.4,"Waze"
2020-03-20,22,4.1,"Waze"
2020-03-21,25,3.5,"Waze"
2020-03-22,29,3.7,"Waze"
2020-03-23,51,3.9,"Waze"
2020-03-24,45,3.8,"Waze"
2020-03-25,31,3.9,"Waze"
2020-03-26,33,4.2,"Waze"
2020-03-27,24,4.1,"Waze"
2020-03-28,34,3.7,"Waze"
2020-03-29,26,4.4,"Waze"
2020-03-30,32,3.6,"Waze"
2020-03-31,29,4,"Waze"
2020-04-01,23,4.2,"Waze"
2020-04-02,27,4.3,"Waze"
2020-04-03,35,3.9,"Waze"
2020-04-04,23,4.1,"Waze"
2020-04-05,26,4.3,"Waze"
2020-04-06,22,3.1,"Waze"
2020-04-07,23,3.3,"Waze"
2020-04-08,26,3.7,"Waze"
2020-04-09,26,3.9,"Waze"
2020-04-10,38,4.1,"Waze"
2020-04-11,23,3.9,"Waze"
2020-04-12,15,3.9,"Waze"
2020-04-13,25,4.1,"Waze"
2020-04-14,26,4,"Waze"
2020-04-15,27,3.6,"Waze"
2020-04-16,28,3.7,"Waze"
2020-04-17,23,3.7,"Waze"
2020-04-18,20,3.6,"Waze"
2020-04-19,18,3.2,"Waze"
2020-04-20,21,4,"Waze"
2020-04-21,28,4.4,"Waze"
2020-04-22,21,3.6,"Waze"
2020-04-23,26,3.7,"Waze"
2020-04-24,19,3.5,"Waze"
2020-04-25,15,3.8,"Waze"
2020-04-26,14,3.9,"Waze"
2020-04-27,25,3.4,"Waze"
2020-04-28,19,4.1,"Waze"
2020-04-29,19,4.4,"Waze"
2020-04-30,24,3.7,"Waze"
2020-05-01,21,3.7,"Waze"
2020-05-02,22,4,"Waze"
2020-05-03,22,3.2,"Waze"
2020-05-04,15,3.1,"Waze"
2020-05-05,24,3.5,"Waze"
2020-05-06,37,3.9,"Waze"
2020-05-07,47,3.8,"Waze"
2020-05-08,44,3.8,"Waze"
2020-05-09,34,3.1,"Waze"
2020-05-10,40,3.6,"Waze"
2020-05-11,35,3.8,"Waze"
2020-05-12,49,3.6,"Waze"
2020-05-13,54,3.6,"Waze"
2020-05-14,40,3.8,"Waze"
2020-05-15,47,3.2,"Waze"
2020-05-16,33,3.5,"Waze"
2020-05-17,36,3.2,"Waze"
2020-05-18,34,3.1,"Waze"
2020-05-19,41,3.9,"Waze"
2020-05-20,38,3.6,"Waze"
2020-05-21,41,3.4,"Waze"
2020-05-22,39,3.6,"Waze"
2020-05-23,32,3.7,"Waze"
2020-05-24,29,4,"Waze"
2020-05-25,29,3.5,"Waze"
2020-05-26,35,3.5,"Waze"
2020-05-27,38,3.4,"Waze"
2020-05-28,37,3.5,"Waze"
2020-05-29,31,3.1,"Waze"
2020-05-30,34,3.7,"Waze"
2020-05-31,32,3.4,"Waze"
2020-06-01,49,3.8,"Waze"
2020-06-02,48,3.8,"Waze"
2020-06-03,41,3.2,"Waze"
2020-06-04,40,3.5,"Waze"
2020-06-05,53,3.6,"Waze"
2020-06-06,43,3.6,"Waze"
2020-06-07,33,3.1,"Waze"
2020-06-08,42,4,"Waze"
2020-06-09,47,3.5,"Waze"
2020-06-10,40,3.2,"Waze"
2020-06-11,25,2.8,"Waze"
2020-06-12,46,3.5,"Waze"
2020-06-13,38,3.2,"Waze"
2020-06-14,36,3.5,"Waze"
2020-06-15,37,3,"Waze"
2016-06-15,22,3.8,"Here"
2016-06-16,24,4,"Here"
2016-06-17,21,4,"Here"
2016-06-18,26,4.4,"Here"
2016-06-19,30,4.4,"Here"
2016-06-20,30,4.2,"Here"
2016-06-21,29,4.1,"Here"
2016-06-22,64,4.1,"Here"
2016-06-23,62,4.3,"Here"
2016-06-24,64,3.6,"Here"
2016-06-25,56,3.3,"Here"
2016-06-26,59,3.5,"Here"
2016-06-27,64,4.1,"Here"
2016-06-28,71,4.2,"Here"
2016-06-29,52,4.3,"Here"
2016-06-30,38,4,"Here"
2016-07-01,36,3.8,"Here"
2016-07-02,39,4.2,"Here"
2016-07-03,32,3.9,"Here"
2016-07-04,27,4.5,"Here"
2016-07-05,26,4.5,"Here"
2016-07-06,22,3.5,"Here"
2016-07-07,34,3.8,"Here"
2016-07-08,44,3.9,"Here"
2016-07-09,26,4.5,"Here"
2016-07-10,38,4.1,"Here"
2016-07-11,32,3.7,"Here"
2016-07-12,25,4.2,"Here"
2016-07-13,61,4.2,"Here"
2016-07-14,63,4.1,"Here"
2016-07-15,38,4.2,"Here"
2016-07-16,42,4.2,"Here"
2016-07-17,46,4.2,"Here"
2016-07-18,25,4.5,"Here"
2016-07-19,32,4.2,"Here"
2016-07-20,24,4.5,"Here"
2016-07-21,25,4.4,"Here"
2016-07-22,28,3.9,"Here"
2016-07-23,37,4.2,"Here"
2016-07-24,38,4.1,"Here"
2016-07-25,28,4.1,"Here"
2016-07-26,31,4.6,"Here"
2016-07-27,125,4.2,"Here"
2016-07-28,149,4.2,"Here"
2016-07-29,72,3.9,"Here"
2016-07-30,61,4,"Here"
2016-07-31,56,3.7,"Here"
2016-08-01,37,4,"Here"
2016-08-02,40,4.4,"Here"
2016-08-03,41,3.9,"Here"
2016-08-04,28,3.9,"Here"
2016-08-05,31,3.5,"Here"
2016-08-06,34,3.6,"Here"
2016-08-07,37,3.7,"Here"
2016-08-08,28,3.7,"Here"
2016-08-09,20,3.7,"Here"
2016-08-10,53,3.7,"Here"
2016-08-11,73,3.9,"Here"
2016-08-12,45,4.2,"Here"
2016-08-13,44,4.2,"Here"
2016-08-14,27,4.3,"Here"
2016-08-15,21,3.7,"Here"
2016-08-16,33,3.8,"Here"
2016-08-17,29,3.7,"Here"
2016-08-18,24,4.2,"Here"
2016-08-19,26,4,"Here"
2016-08-20,38,4.2,"Here"
2016-08-21,33,4.2,"Here"
2016-08-22,26,4.1,"Here"
2016-08-23,24,4.1,"Here"
2016-08-24,48,4,"Here"
2016-08-25,54,4,"Here"
2016-08-26,49,3.9,"Here"
2016-08-27,46,3.8,"Here"
2016-08-28,29,4.3,"Here"
2016-08-29,32,3.9,"Here"
2016-08-30,33,3.7,"Here"
2016-08-31,30,4.1,"Here"
2016-09-01,24,3.9,"Here"
2016-09-02,26,3.9,"Here"
2016-09-03,30,3.4,"Here"
2016-09-04,29,4.3,"Here"
2016-09-05,26,4,"Here"
2016-09-06,26,3.7,"Here"
2016-09-07,62,3.8,"Here"
2016-09-08,71,4.2,"Here"
2016-09-09,35,4.4,"Here"
2016-09-10,39,4.1,"Here"
2016-09-11,34,4,"Here"
2016-09-12,26,3.8,"Here"
2016-09-13,15,3.9,"Here"
2016-09-14,22,4.1,"Here"
2016-09-15,25,3.7,"Here"
2016-09-16,33,3.6,"Here"
2016-09-17,19,3.5,"Here"
2016-09-18,23,4.3,"Here"
2016-09-19,14,4,"Here"
2016-09-20,21,3.1,"Here"
2016-09-21,60,4.3,"Here"
2016-09-22,57,3.8,"Here"
2016-09-23,46,3.8,"Here"
2016-09-24,23,4.2,"Here"
2016-09-25,31,3.4,"Here"
2016-09-26,22,4.2,"Here"
2016-09-27,16,4,"Here"
2016-09-28,59,4.3,"Here"
2016-09-29,58,4.2,"Here"
2016-09-30,23,4.4,"Here"
2016-10-01,29,4.5,"Here"
2016-10-02,34,4,"Here"
2016-10-03,15,3.7,"Here"
2016-10-04,24,4,"Here"
2016-10-05,20,4.2,"Here"
2016-10-06,57,4.4,"Here"
2016-10-07,46,4.3,"Here"
2016-10-08,37,3.8,"Here"
2016-10-09,33,4.3,"Here"
2016-10-10,32,3.9,"Here"
2016-10-11,20,4,"Here"
2016-10-12,23,4.2,"Here"
2016-10-13,23,4.2,"Here"
2016-10-14,15,4.3,"Here"
2016-10-15,21,3.8,"Here"
2016-10-16,18,4.2,"Here"
2016-10-17,22,4.3,"Here"
2016-10-18,17,4.5,"Here"
2016-10-19,16,3.7,"Here"
2016-10-20,43,4,"Here"
2016-10-21,56,3.9,"Here"
2016-10-22,30,4.2,"Here"
2016-10-23,35,4,"Here"
2016-10-24,33,4.2,"Here"
2016-10-25,49,4.5,"Here"
2016-10-26,29,3.9,"Here"
2016-10-27,25,4.4,"Here"
2016-10-28,17,4,"Here"
2016-10-29,21,4.3,"Here"
2016-10-30,20,4,"Here"
2016-10-31,14,4.3,"Here"
2016-11-01,20,4.5,"Here"
2016-11-02,17,3.8,"Here"
2016-11-03,41,4.3,"Here"
2016-11-04,36,4.3,"Here"
2016-11-05,33,4.3,"Here"
2016-11-06,21,3.7,"Here"
2016-11-07,24,3.8,"Here"
2016-11-08,14,4.5,"Here"
2016-11-09,11,3.5,"Here"
2016-11-10,20,3.7,"Here"
2016-11-11,18,3.9,"Here"
2016-11-12,20,4.6,"Here"
2016-11-13,16,3.4,"Here"
