"day_cut","stars","year","day","app"
2020-03-19,4.81818181818182,2020,19,"6"
2020-03-20,3.46153846153846,2020,20,"6"
2020-03-21,4.30769230769231,2020,21,"6"
2020-03-22,4.625,2020,22,"6"
2020-03-23,4.22222222222222,2020,23,"6"
2020-03-24,4.75,2020,24,"6"
2020-03-25,4.77777777777778,2020,25,"6"
2020-03-26,4.5,2020,26,"6"
2020-03-27,4.77777777777778,2020,27,"6"
2020-03-28,4.90909090909091,2020,28,"6"
2020-03-29,4,2020,29,"6"
2020-03-30,4.5,2020,30,"6"
2020-03-31,4.4,2020,31,"6"
2020-04-01,4.81818181818182,2020,1,"6"
2020-04-02,4.25,2020,2,"6"
2020-04-03,4.28571428571429,2020,3,"6"
2020-04-04,4.42857142857143,2020,4,"6"
2020-04-05,4.125,2020,5,"6"
2020-04-06,3.5,2020,6,"6"
2020-04-07,4.71428571428571,2020,7,"6"
2020-04-08,4.75,2020,8,"6"
2020-04-09,4.5,2020,9,"6"
2020-04-10,4.25,2020,10,"6"
2020-04-11,3.88888888888889,2020,11,"6"
2020-04-12,4.42857142857143,2020,12,"6"
2020-04-13,4.9,2020,13,"6"
2020-04-14,4.53333333333333,2020,14,"6"
2020-04-15,4.53333333333333,2020,15,"6"
2020-04-16,4.55555555555556,2020,16,"6"
2020-04-17,4.44444444444444,2020,17,"6"
2020-04-18,4.53846153846154,2020,18,"6"
2020-04-19,4.83333333333333,2020,19,"6"
2020-04-20,4.41666666666667,2020,20,"6"
2020-04-21,4.5,2020,21,"6"
2020-04-22,4.6,2020,22,"6"
2020-04-23,3.4,2020,23,"6"
2020-04-24,4.55555555555556,2020,24,"6"
2020-04-25,4.5,2020,25,"6"
2020-04-26,4.8,2020,26,"6"
2020-04-27,4.8,2020,27,"6"
2020-04-28,4.60869565217391,2020,28,"6"
2020-04-29,4.6875,2020,29,"6"
2020-04-30,4.38888888888889,2020,30,"6"
2020-05-01,3.85,2020,1,"6"
2020-05-02,4.2,2020,2,"6"
2020-05-03,4.52380952380952,2020,3,"6"
2020-05-04,4.58823529411765,2020,4,"6"
2020-05-05,4.5,2020,5,"6"
2020-05-06,4.18181818181818,2020,6,"6"
2020-05-07,5,2020,7,"6"
2020-05-08,4.44444444444444,2020,8,"6"
2020-05-09,5,2020,9,"6"
2020-05-10,4.25,2020,10,"6"
2020-05-11,4.28571428571429,2020,11,"6"
2020-05-12,4.5,2020,12,"6"
2020-05-13,4.58333333333333,2020,13,"6"
2020-05-14,4.4,2020,14,"6"
2020-05-15,4.25,2020,15,"6"
2020-05-16,4.30769230769231,2020,16,"6"
2020-05-17,4.55555555555556,2020,17,"6"
2020-05-18,4.8,2020,18,"6"
2020-05-19,4.5,2020,19,"6"
2020-05-20,4.76923076923077,2020,20,"6"
2020-05-21,5,2020,21,"6"
2020-05-22,4.15384615384615,2020,22,"6"
2020-05-23,4.18181818181818,2020,23,"6"
2020-05-24,4.75,2020,24,"6"
2020-05-25,4.6,2020,25,"6"
2020-05-26,4.33333333333333,2020,26,"6"
2020-05-27,3.5,2020,27,"6"
2020-05-28,4.7,2020,28,"6"
2020-05-29,4,2020,29,"6"
2020-05-30,4,2020,30,"6"
2020-05-31,4.5,2020,31,"6"
2020-06-01,4.55555555555556,2020,1,"6"
2020-06-02,3.63636363636364,2020,2,"6"
2020-06-03,3.85714285714286,2020,3,"6"
2020-06-04,4.42857142857143,2020,4,"6"
2020-06-05,4.5,2020,5,"6"
2020-06-06,4.81818181818182,2020,6,"6"
2020-06-07,3.45454545454545,2020,7,"6"
2020-06-08,4.64705882352941,2020,8,"6"
2020-06-09,4.33333333333333,2020,9,"6"
2020-06-10,4.5,2020,10,"6"
2020-06-11,4.54545454545455,2020,11,"6"
2020-06-12,4.64285714285714,2020,12,"6"
2020-06-13,4.81818181818182,2020,13,"6"
2020-06-14,4.52941176470588,2020,14,"6"
2020-06-15,4.81818181818182,2020,15,"6"
2018-09-12,3.375,2018,12,"7"
2018-09-13,3.07692307692308,2018,13,"7"
2018-09-14,3.925,2018,14,"7"
2018-09-15,3.54838709677419,2018,15,"7"
2018-09-16,3.57777777777778,2018,16,"7"
2018-09-17,3.82352941176471,2018,17,"7"
2018-09-18,3.39024390243902,2018,18,"7"
2018-09-19,3.30769230769231,2018,19,"7"
2018-09-20,3.25641025641026,2018,20,"7"
2018-09-21,3.81818181818182,2018,21,"7"
2018-09-22,3.30769230769231,2018,22,"7"
2018-09-23,3.65909090909091,2018,23,"7"
2018-09-24,3.36842105263158,2018,24,"7"
2018-09-25,3.90243902439024,2018,25,"7"
2018-09-26,3.27272727272727,2018,26,"7"
2018-09-27,3.86274509803922,2018,27,"7"
2018-09-28,3.46428571428571,2018,28,"7"
2018-09-29,4.29411764705882,2018,29,"7"
2018-09-30,3.83333333333333,2018,30,"7"
2018-10-01,3.62962962962963,2018,1,"7"
2018-10-02,3.65957446808511,2018,2,"7"
2018-10-03,3.88235294117647,2018,3,"7"
2018-10-04,3.40909090909091,2018,4,"7"
2018-10-05,3.34782608695652,2018,5,"7"
2018-10-06,3.32075471698113,2018,6,"7"
2018-10-07,3.5,2018,7,"7"
2018-10-08,3.94871794871795,2018,8,"7"
2018-10-09,3.72727272727273,2018,9,"7"
2018-10-10,3.63414634146341,2018,10,"7"
2018-10-11,3.81818181818182,2018,11,"7"
2018-10-12,2.91891891891892,2018,12,"7"
2018-10-13,3.83720930232558,2018,13,"7"
2018-10-14,3.73076923076923,2018,14,"7"
2018-10-15,3.74285714285714,2018,15,"7"
2018-10-16,3.33333333333333,2018,16,"7"
2018-10-17,3.05454545454545,2018,17,"7"
2018-10-18,3.17391304347826,2018,18,"7"
2018-10-19,3.30769230769231,2018,19,"7"
2018-10-20,3.7906976744186,2018,20,"7"
2018-10-21,3.58490566037736,2018,21,"7"
2018-10-22,3.44,2018,22,"7"
2018-10-23,3.65789473684211,2018,23,"7"
2018-10-24,3.94915254237288,2018,24,"7"
2018-10-25,3.80898876404494,2018,25,"7"
2018-10-26,3.7741935483871,2018,26,"7"
2018-10-27,3.66666666666667,2018,27,"7"
2018-10-28,3.66,2018,28,"7"
2018-10-29,3.47058823529412,2018,29,"7"
2018-10-30,3.45238095238095,2018,30,"7"
2018-10-31,3.69811320754717,2018,31,"7"
2018-11-01,4.0561797752809,2018,1,"7"
2018-11-02,4.02564102564103,2018,2,"7"
2018-11-03,3.89795918367347,2018,3,"7"
2018-11-04,3.82926829268293,2018,4,"7"
2018-11-05,3.57142857142857,2018,5,"7"
2018-11-06,3.70212765957447,2018,6,"7"
2018-11-07,3.33333333333333,2018,7,"7"
2018-11-08,3.33333333333333,2018,8,"7"
2018-11-09,3.33333333333333,2018,9,"7"
2018-11-10,3.19298245614035,2018,10,"7"
2018-11-11,3.41304347826087,2018,11,"7"
2018-11-12,3.74285714285714,2018,12,"7"
2018-11-13,3.14285714285714,2018,13,"7"
2018-11-14,3.3015873015873,2018,14,"7"
2018-11-15,2.95522388059702,2018,15,"7"
2018-11-16,3.23333333333333,2018,16,"7"
2018-11-17,2.8780487804878,2018,17,"7"
2018-11-18,3.4,2018,18,"7"
2018-11-19,3.90277777777778,2018,19,"7"
2018-11-20,3.63829787234043,2018,20,"7"
2018-11-21,3.26666666666667,2018,21,"7"
2018-11-22,3.64814814814815,2018,22,"7"
2018-11-23,4.06818181818182,2018,23,"7"
2018-11-24,3.77777777777778,2018,24,"7"
2018-11-25,3.18918918918919,2018,25,"7"
2018-11-26,3.73809523809524,2018,26,"7"
2018-11-27,3.41463414634146,2018,27,"7"
2018-11-28,3.30232558139535,2018,28,"7"
2018-11-29,3.56521739130435,2018,29,"7"
2018-11-30,3.62222222222222,2018,30,"7"
2018-12-01,3.22222222222222,2018,1,"7"
2018-12-02,3.5,2018,2,"7"
2018-12-03,3.1304347826087,2018,3,"7"
2018-12-04,3.87096774193548,2018,4,"7"
2018-12-05,3.66666666666667,2018,5,"7"
2018-12-06,3.83333333333333,2018,6,"7"
2018-12-07,3.50909090909091,2018,7,"7"
2018-12-08,4.125,2018,8,"7"
2018-12-09,3.25714285714286,2018,9,"7"
2018-12-10,3.64705882352941,2018,10,"7"
2018-12-11,3.51851851851852,2018,11,"7"
2018-12-12,3.11111111111111,2018,12,"7"
2018-12-13,3.35,2018,13,"7"
2018-12-14,3.66666666666667,2018,14,"7"
2018-12-15,3.97368421052632,2018,15,"7"
2018-12-16,3.77049180327869,2018,16,"7"
2018-12-17,3.48571428571429,2018,17,"7"
2018-12-18,3.08620689655172,2018,18,"7"
2018-12-19,2.93939393939394,2018,19,"7"
2018-12-20,3.23529411764706,2018,20,"7"
2018-12-21,3.64516129032258,2018,21,"7"
2018-12-22,2.90625,2018,22,"7"
2018-12-23,3.3125,2018,23,"7"
2018-12-24,3.03703703703704,2018,24,"7"
2018-12-25,3.47619047619048,2018,25,"7"
2018-12-26,2.85714285714286,2018,26,"7"
2018-12-27,3.83098591549296,2018,27,"7"
2018-12-28,3.18987341772152,2018,28,"7"
2018-12-29,3.75,2018,29,"7"
2018-12-30,2.90697674418605,2018,30,"7"
2018-12-31,3.48484848484848,2018,31,"7"
2019-01-01,2.6551724137931,2019,1,"7"
2019-01-02,3.44444444444444,2019,2,"7"
2019-01-03,2.79487179487179,2019,3,"7"
2019-01-04,2.8,2019,4,"7"
2019-01-05,3.15625,2019,5,"7"
2019-01-06,2.66666666666667,2019,6,"7"
2019-01-07,3.76190476190476,2019,7,"7"
2019-01-08,3.18181818181818,2019,8,"7"
2019-01-09,3.29268292682927,2019,9,"7"
2019-01-10,3.63235294117647,2019,10,"7"
2019-01-11,3.51063829787234,2019,11,"7"
2019-01-12,3.29032258064516,2019,12,"7"
2019-01-13,3.36842105263158,2019,13,"7"
2019-01-14,3.70588235294118,2019,14,"7"
2019-01-15,3.39473684210526,2019,15,"7"
2019-01-16,2.5,2019,16,"7"
2019-01-17,3.09375,2019,17,"7"
2019-01-18,3.55555555555556,2019,18,"7"
2019-01-19,3.18181818181818,2019,19,"7"
2019-01-20,3.31818181818182,2019,20,"7"
2019-01-21,3.15384615384615,2019,21,"7"
2019-01-22,3.61111111111111,2019,22,"7"
2019-01-23,2.97142857142857,2019,23,"7"
2019-01-24,2.92682926829268,2019,24,"7"
2019-01-25,2.55555555555556,2019,25,"7"
2019-01-26,2.55555555555556,2019,26,"7"
2019-01-27,3.2,2019,27,"7"
2019-01-28,2.94736842105263,2019,28,"7"
2019-01-29,3.125,2019,29,"7"
2019-01-30,3.09677419354839,2019,30,"7"
2019-01-31,2.80769230769231,2019,31,"7"
2019-02-01,3.25925925925926,2019,1,"7"
2019-02-02,3.03030303030303,2019,2,"7"
2019-02-03,3.21875,2019,3,"7"
2019-02-04,3.22222222222222,2019,4,"7"
2019-02-05,2.97368421052632,2019,5,"7"
2019-02-06,3.60526315789474,2019,6,"7"
2019-02-07,3.64912280701754,2019,7,"7"
2019-02-08,3.45454545454545,2019,8,"7"
2019-02-09,3.49122807017544,2019,9,"7"
2019-02-10,3.55263157894737,2019,10,"7"
2019-02-11,3.27586206896552,2019,11,"7"
2019-02-12,3.30769230769231,2019,12,"7"
2019-02-13,3.23809523809524,2019,13,"7"
2019-02-14,3.23076923076923,2019,14,"7"
2019-02-15,3.73846153846154,2019,15,"7"
2019-02-16,3.36111111111111,2019,16,"7"
2019-02-17,3.5,2019,17,"7"
2019-02-18,3.65789473684211,2019,18,"7"
2019-02-19,3.93333333333333,2019,19,"7"
2019-02-20,3.60606060606061,2019,20,"7"
2019-02-21,3.27083333333333,2019,21,"7"
2019-02-22,3.41025641025641,2019,22,"7"
2019-02-23,3.45454545454545,2019,23,"7"
2019-02-24,3.3448275862069,2019,24,"7"
2019-02-25,3.21212121212121,2019,25,"7"
2019-02-26,3.67647058823529,2019,26,"7"
2019-02-27,3.6304347826087,2019,27,"7"
2019-02-28,3.51020408163265,2019,28,"7"
2019-03-01,3.60526315789474,2019,1,"7"
2019-03-02,3.32558139534884,2019,2,"7"
2019-03-03,3.23255813953488,2019,3,"7"
2019-03-04,3.27272727272727,2019,4,"7"
2019-03-05,3.80555555555556,2019,5,"7"
2019-03-06,3.84,2019,6,"7"
2019-03-07,3.20689655172414,2019,7,"7"
2019-03-08,3.51020408163265,2019,8,"7"
2019-03-09,2.9375,2019,9,"7"
2019-03-10,3.58333333333333,2019,10,"7"
2019-03-11,3.04444444444444,2019,11,"7"
2019-03-12,3.35294117647059,2019,12,"7"
2019-03-13,3.33333333333333,2019,13,"7"
2019-03-14,3.025,2019,14,"7"
2019-03-15,2.55882352941176,2019,15,"7"
2019-03-16,2.80882352941176,2019,16,"7"
2019-03-17,3.28125,2019,17,"7"
2019-03-18,2.8974358974359,2019,18,"7"
2019-03-19,3.06666666666667,2019,19,"7"
2019-03-20,3.17543859649123,2019,20,"7"
2019-03-21,3.36363636363636,2019,21,"7"
2019-03-22,3.17241379310345,2019,22,"7"
2019-03-23,4.05660377358491,2019,23,"7"
2019-03-24,3.45454545454545,2019,24,"7"
2019-03-25,3.16279069767442,2019,25,"7"
2019-03-26,3.67241379310345,2019,26,"7"
2019-03-27,3.36764705882353,2019,27,"7"
2019-03-28,2.81132075471698,2019,28,"7"
2019-03-29,3.65714285714286,2019,29,"7"
2019-03-30,3.65909090909091,2019,30,"7"
2019-03-31,3.72222222222222,2019,31,"7"
2019-04-01,3.3921568627451,2019,1,"7"
2019-04-02,3.5,2019,2,"7"
2019-04-03,3.5,2019,3,"7"
2019-04-04,3.575,2019,4,"7"
2019-04-05,3.6984126984127,2019,5,"7"
2019-04-06,3.3695652173913,2019,6,"7"
2019-04-07,3.90243902439024,2019,7,"7"
2019-04-08,3.38775510204082,2019,8,"7"
2019-04-09,3.09756097560976,2019,9,"7"
2019-04-10,3.56989247311828,2019,10,"7"
2019-04-11,3.3469387755102,2019,11,"7"
2019-04-12,3.54545454545455,2019,12,"7"
2019-04-13,3.93650793650794,2019,13,"7"
2019-04-14,3.5,2019,14,"7"
2019-04-15,3.82692307692308,2019,15,"7"
2019-04-16,3.88679245283019,2019,16,"7"
2019-04-17,3.4375,2019,17,"7"
2019-04-18,3.58461538461538,2019,18,"7"
2019-04-19,3.70909090909091,2019,19,"7"
2019-04-20,3.64583333333333,2019,20,"7"
2019-04-21,3.48979591836735,2019,21,"7"
2019-04-22,3.79545454545455,2019,22,"7"
2019-04-23,3.375,2019,23,"7"
2019-04-24,3.10344827586207,2019,24,"7"
2019-04-25,3.30188679245283,2019,25,"7"
2019-04-26,3.63888888888889,2019,26,"7"
2019-04-27,3.43478260869565,2019,27,"7"
2019-04-28,3.04444444444444,2019,28,"7"
2019-04-29,3.20454545454545,2019,29,"7"
2019-04-30,3.29545454545455,2019,30,"7"
2019-05-01,3.24489795918367,2019,1,"7"
2019-05-02,3.68421052631579,2019,2,"7"
2019-05-03,3.42222222222222,2019,3,"7"
2019-05-04,3.37142857142857,2019,4,"7"
2019-05-05,3.68421052631579,2019,5,"7"
2019-05-06,3.43589743589744,2019,6,"7"
2019-05-07,2.97142857142857,2019,7,"7"
2019-05-08,3.47826086956522,2019,8,"7"
2019-05-09,3.74285714285714,2019,9,"7"
2019-05-10,3.75925925925926,2019,10,"7"
2019-05-11,3.53191489361702,2019,11,"7"
2019-05-12,3.6,2019,12,"7"
2019-05-13,3.14705882352941,2019,13,"7"
2019-05-14,3.775,2019,14,"7"
2019-05-15,3.21212121212121,2019,15,"7"
2019-05-16,3.04838709677419,2019,16,"7"
2019-05-17,3.52941176470588,2019,17,"7"
2019-05-18,2.7027027027027,2019,18,"7"
2019-05-19,3.52941176470588,2019,19,"7"
2019-05-20,3.15151515151515,2019,20,"7"
2019-05-21,3.8,2019,21,"7"
2019-05-22,3.35185185185185,2019,22,"7"
2019-05-23,3.7887323943662,2019,23,"7"
2019-05-24,3.61666666666667,2019,24,"7"
2019-05-25,3.57142857142857,2019,25,"7"
2019-05-26,3.7,2019,26,"7"
2019-05-27,3.52272727272727,2019,27,"7"
2019-05-28,3.74074074074074,2019,28,"7"
2019-05-29,3.21951219512195,2019,29,"7"
2019-05-30,3.34545454545455,2019,30,"7"
2019-05-31,3.11111111111111,2019,31,"7"
2019-06-01,3.12676056338028,2019,1,"7"
2019-06-02,3.73148148148148,2019,2,"7"
2019-06-03,3.92857142857143,2019,3,"7"
2019-06-04,3.07042253521127,2019,4,"7"
2019-06-05,3.25,2019,5,"7"
2019-06-06,3.3134328358209,2019,6,"7"
2019-06-07,3.18181818181818,2019,7,"7"
2019-06-08,3.33783783783784,2019,8,"7"
2019-06-09,3.12765957446809,2019,9,"7"
2019-06-10,3.26470588235294,2019,10,"7"
2019-06-11,3.74509803921569,2019,11,"7"
2019-06-12,3.54545454545455,2019,12,"7"
2019-06-13,3.7258064516129,2019,13,"7"
2019-06-14,3.44262295081967,2019,14,"7"
2019-06-15,3.63461538461538,2019,15,"7"
2019-06-16,3.31428571428571,2019,16,"7"
2019-06-17,3.140625,2019,17,"7"
2019-06-18,3.96341463414634,2019,18,"7"
2019-06-19,3.03030303030303,2019,19,"7"
2019-06-20,3.14814814814815,2019,20,"7"
2019-06-21,2.94736842105263,2019,21,"7"
2019-06-22,3.16,2019,22,"7"
2019-06-23,3.18965517241379,2019,23,"7"
2019-06-24,3.43478260869565,2019,24,"7"
2019-06-25,2.87301587301587,2019,25,"7"
2019-06-26,3.50980392156863,2019,26,"7"
2019-06-27,3.34,2019,27,"7"
2019-06-28,2.84126984126984,2019,28,"7"
2019-06-29,2.44444444444444,2019,29,"7"
2019-06-30,2.6140350877193,2019,30,"7"
2019-07-01,3.38202247191011,2019,1,"7"
2019-07-02,3.26315789473684,2019,2,"7"
2019-07-03,3.33802816901408,2019,3,"7"
2019-07-04,3.33333333333333,2019,4,"7"
2019-07-05,3.0655737704918,2019,5,"7"
2019-07-06,2.82191780821918,2019,6,"7"
2019-07-07,2.30656934306569,2019,7,"7"
2019-07-08,2.81176470588235,2019,8,"7"
2019-07-09,2.6,2019,9,"7"
2019-07-10,3.13636363636364,2019,10,"7"
2019-07-11,3.50649350649351,2019,11,"7"
2019-07-12,3.15068493150685,2019,12,"7"
2019-07-13,3.15254237288136,2019,13,"7"
2019-07-14,3.15254237288136,2019,14,"7"
2019-07-15,3.4,2019,15,"7"
2019-07-16,3.26,2019,16,"7"
2019-07-17,3.44736842105263,2019,17,"7"
2019-07-18,3.50909090909091,2019,18,"7"
2019-07-19,3.46875,2019,19,"7"
2019-07-20,3.5,2019,20,"7"
2019-07-21,3.17857142857143,2019,21,"7"
2019-07-22,3.18181818181818,2019,22,"7"
2019-07-23,3.53488372093023,2019,23,"7"
2019-07-24,3.53488372093023,2019,24,"7"
2019-07-25,3.2,2019,25,"7"
2019-07-26,3.76811594202899,2019,26,"7"
2019-07-27,3.36764705882353,2019,27,"7"
2019-07-28,3.31578947368421,2019,28,"7"
2019-07-29,3.4406779661017,2019,29,"7"
2019-07-30,3.29787234042553,2019,30,"7"
2019-07-31,3.19642857142857,2019,31,"7"
2019-08-01,3.58490566037736,2019,1,"7"
2019-08-02,3.80434782608696,2019,2,"7"
2019-08-03,3.13207547169811,2019,3,"7"
2019-08-04,3.60869565217391,2019,4,"7"
2019-08-05,3.40540540540541,2019,5,"7"
2019-08-06,3.60655737704918,2019,6,"7"
2019-08-07,3.48837209302326,2019,7,"7"
2019-08-08,3.28947368421053,2019,8,"7"
2019-08-09,3.53968253968254,2019,9,"7"
2019-08-10,3.45238095238095,2019,10,"7"
2019-08-11,3.74468085106383,2019,11,"7"
2019-08-12,3.23684210526316,2019,12,"7"
2019-08-13,3.27083333333333,2019,13,"7"
2019-08-14,3.38805970149254,2019,14,"7"
2019-08-15,3.48780487804878,2019,15,"7"
2019-08-16,3.76666666666667,2019,16,"7"
2019-08-17,3.35714285714286,2019,17,"7"
2019-08-18,3.08823529411765,2019,18,"7"
2019-08-19,3.72093023255814,2019,19,"7"
2019-08-20,3.44444444444444,2019,20,"7"
2019-08-21,3.85567010309278,2019,21,"7"
2019-08-22,3.4,2019,22,"7"
2019-08-23,3.50684931506849,2019,23,"7"
2019-08-24,3.61904761904762,2019,24,"7"
2019-08-25,3.33333333333333,2019,25,"7"
2019-08-26,3.8,2019,26,"7"
2019-08-27,3.2,2019,27,"7"
2019-08-28,3.38461538461538,2019,28,"7"
2019-08-29,3.2,2019,29,"7"
2019-08-30,3.3125,2019,30,"7"
2019-08-31,2.59375,2019,31,"7"
2019-09-01,3.72222222222222,2019,1,"7"
2019-09-02,3.71794871794872,2019,2,"7"
2019-09-03,3.61016949152542,2019,3,"7"
2019-09-04,2.97916666666667,2019,4,"7"
2019-09-05,3.14893617021277,2019,5,"7"
2019-09-06,3.51785714285714,2019,6,"7"
2019-09-07,3.17073170731707,2019,7,"7"
2019-09-08,2.97959183673469,2019,8,"7"
2019-09-09,3.36734693877551,2019,9,"7"
2019-09-10,2.51666666666667,2019,10,"7"
2019-09-11,3.33333333333333,2019,11,"7"
2019-09-12,3.47619047619048,2019,12,"7"
2019-09-13,3.13888888888889,2019,13,"7"
2019-09-14,3.125,2019,14,"7"
2019-09-15,3.3,2019,15,"7"
2019-09-16,3.70175438596491,2019,16,"7"
2019-09-17,3.48913043478261,2019,17,"7"
2019-09-18,3.27118644067797,2019,18,"7"
2019-09-19,3.37931034482759,2019,19,"7"
2019-09-20,3.35211267605634,2019,20,"7"
2019-09-21,3.16981132075472,2019,21,"7"
2019-09-22,3.73809523809524,2019,22,"7"
2019-09-23,3.31481481481481,2019,23,"7"
2019-09-24,3.4468085106383,2019,24,"7"
2019-09-25,3.41666666666667,2019,25,"7"
2019-09-26,3.5,2019,26,"7"
2019-09-27,3.3768115942029,2019,27,"7"
2019-09-28,3.03921568627451,2019,28,"7"
2019-09-29,3.89473684210526,2019,29,"7"
2019-09-30,3.47916666666667,2019,30,"7"
2019-10-01,3.33333333333333,2019,1,"7"
2019-10-02,3.50684931506849,2019,2,"7"
2019-10-03,3.14754098360656,2019,3,"7"
2019-10-04,3.58536585365854,2019,4,"7"
2019-10-05,3.52380952380952,2019,5,"7"
2019-10-06,3.56410256410256,2019,6,"7"
2019-10-07,3.17647058823529,2019,7,"7"
2019-10-08,3.20588235294118,2019,8,"7"
2019-10-09,2.61904761904762,2019,9,"7"
2019-10-10,3.81578947368421,2019,10,"7"
2019-10-11,3.62222222222222,2019,11,"7"
2019-10-12,3.73333333333333,2019,12,"7"
2019-10-13,3.59375,2019,13,"7"
2019-10-14,3.06818181818182,2019,14,"7"
2019-10-15,3.02941176470588,2019,15,"7"
2019-10-16,3.16279069767442,2019,16,"7"
2019-10-17,3.97826086956522,2019,17,"7"
2019-10-18,3.41025641025641,2019,18,"7"
2019-10-19,3.35416666666667,2019,19,"7"
2019-10-20,2.8974358974359,2019,20,"7"
2019-10-21,3.64864864864865,2019,21,"7"
2019-10-22,3.50819672131148,2019,22,"7"
2019-10-23,3.6031746031746,2019,23,"7"
2019-10-24,3.51785714285714,2019,24,"7"
2019-10-25,3.27397260273973,2019,25,"7"
2019-10-26,2.48214285714286,2019,26,"7"
2019-10-27,2.9,2019,27,"7"
2019-10-28,3.09615384615385,2019,28,"7"
2019-10-29,3.05882352941176,2019,29,"7"
2019-10-30,2.50746268656716,2019,30,"7"
2019-10-31,2.86153846153846,2019,31,"7"
2019-11-01,3.25373134328358,2019,1,"7"
2019-11-02,2.97222222222222,2019,2,"7"
2019-11-03,3.4375,2019,3,"7"
2019-11-04,2.93333333333333,2019,4,"7"
2019-11-05,2.68181818181818,2019,5,"7"
2019-11-06,2.2967032967033,2019,6,"7"
2019-11-07,2.3943661971831,2019,7,"7"
2019-11-08,2.60526315789474,2019,8,"7"
2019-11-09,2.93548387096774,2019,9,"7"
2019-11-10,3.36734693877551,2019,10,"7"
2019-11-11,2.5625,2019,11,"7"
2019-11-12,2.86885245901639,2019,12,"7"
2019-11-13,2.57142857142857,2019,13,"7"
2019-11-14,2.87931034482759,2019,14,"7"
2019-11-15,2.90909090909091,2019,15,"7"
2019-11-16,2.84615384615385,2019,16,"7"
2019-11-17,3.22857142857143,2019,17,"7"
2019-11-18,2.89583333333333,2019,18,"7"
2019-11-19,2.68,2019,19,"7"
2019-11-20,3.06153846153846,2019,20,"7"
2019-11-21,3.12658227848101,2019,21,"7"
2019-11-22,2.98684210526316,2019,22,"7"
2019-11-23,3.12765957446809,2019,23,"7"
2019-11-24,3.78260869565217,2019,24,"7"
2019-11-25,3.74074074074074,2019,25,"7"
2019-11-26,3.1219512195122,2019,26,"7"
2019-11-27,3.10909090909091,2019,27,"7"
2019-11-28,3.43137254901961,2019,28,"7"
2019-11-29,3.36585365853659,2019,29,"7"
2019-11-30,3.05555555555556,2019,30,"7"
2019-12-01,3.35820895522388,2019,1,"7"
2019-12-02,2.22935779816514,2019,2,"7"
2019-12-03,2.8936170212766,2019,3,"7"
2019-12-04,3.30769230769231,2019,4,"7"
2019-12-05,3.22,2019,5,"7"
2019-12-06,2.95890410958904,2019,6,"7"
2019-12-07,2.80357142857143,2019,7,"7"
2019-12-08,3.28571428571429,2019,8,"7"
2019-12-09,2.93478260869565,2019,9,"7"
2019-12-10,3.04651162790698,2019,10,"7"
2019-12-11,3.2280701754386,2019,11,"7"
2019-12-12,3.11538461538462,2019,12,"7"
2019-12-13,3.14634146341463,2019,13,"7"
2019-12-14,3.62790697674419,2019,14,"7"
2019-12-15,3.0625,2019,15,"7"
2019-12-16,3.24137931034483,2019,16,"7"
2019-12-17,3.34782608695652,2019,17,"7"
2019-12-18,3.3125,2019,18,"7"
2019-12-19,3.36842105263158,2019,19,"7"
2019-12-20,3.45454545454545,2019,20,"7"
2019-12-21,3.69565217391304,2019,21,"7"
2019-12-22,3.20512820512821,2019,22,"7"
2019-12-23,3.87878787878788,2019,23,"7"
2019-12-24,3.07692307692308,2019,24,"7"
2019-12-25,3.05555555555556,2019,25,"7"
2019-12-26,3.64705882352941,2019,26,"7"
2019-12-27,3.51063829787234,2019,27,"7"
2019-12-28,3.16666666666667,2019,28,"7"
2019-12-29,3.47368421052632,2019,29,"7"
2019-12-30,2.96551724137931,2019,30,"7"
2019-12-31,3.10416666666667,2019,31,"7"
2020-01-01,3.63157894736842,2020,1,"7"
2020-01-02,3.58181818181818,2020,2,"7"
2020-01-03,3.42222222222222,2020,3,"7"
2020-01-04,4.06818181818182,2020,4,"7"
2020-01-05,3.61363636363636,2020,5,"7"
2020-01-06,3.55555555555556,2020,6,"7"
2020-01-07,3.85,2020,7,"7"
2020-01-08,3.32352941176471,2020,8,"7"
2020-01-09,3.36170212765957,2020,9,"7"
2020-01-10,3.86842105263158,2020,10,"7"
2020-01-11,3.86666666666667,2020,11,"7"
2020-01-12,4,2020,12,"7"
2020-01-13,3.51020408163265,2020,13,"7"
2020-01-14,3.5,2020,14,"7"
2020-01-15,3.64,2020,15,"7"
2020-01-16,3.38888888888889,2020,16,"7"
2020-01-17,3.38888888888889,2020,17,"7"
2020-01-18,3.58823529411765,2020,18,"7"
2020-01-19,3.42857142857143,2020,19,"7"
2020-01-20,3.83783783783784,2020,20,"7"
2020-01-21,3.79411764705882,2020,21,"7"
2020-01-22,3.73170731707317,2020,22,"7"
2020-01-23,3.5531914893617,2020,23,"7"
2020-01-24,3.70833333333333,2020,24,"7"
2020-01-25,3.36538461538462,2020,25,"7"
2020-01-26,3.73684210526316,2020,26,"7"
2020-01-27,3.55555555555556,2020,27,"7"
2020-01-28,3.79166666666667,2020,28,"7"
2020-01-29,3.63636363636364,2020,29,"7"
2020-01-30,3.93478260869565,2020,30,"7"
2020-01-31,3.85416666666667,2020,31,"7"
2020-02-01,3.52380952380952,2020,1,"7"
2020-02-02,3.61111111111111,2020,2,"7"
2020-02-03,3.31707317073171,2020,3,"7"
2020-02-04,3.59183673469388,2020,4,"7"
