"week_cut","sentiment","year","week","app"
2018-07-23,0.28,2018,30,"8"
2018-07-30,0.22,2018,31,"8"
2018-08-06,0.19,2018,32,"8"
2018-08-13,0.3,2018,33,"8"
2018-08-20,0.27,2018,34,"8"
2018-08-27,0.19,2018,35,"8"
2018-09-03,0.25,2018,36,"8"
2018-09-10,0.2,2018,37,"8"
2018-09-17,0.19,2018,38,"8"
2018-09-24,0.24,2018,39,"8"
2018-10-01,0.31,2018,40,"8"
2018-10-08,0.26,2018,41,"8"
2018-10-15,0.21,2018,42,"8"
2018-10-22,0.23,2018,43,"8"
2018-10-29,0.19,2018,44,"8"
2018-11-05,0.29,2018,45,"8"
2018-11-12,0.25,2018,46,"8"
2018-11-19,0.32,2018,47,"8"
2018-11-26,0.19,2018,48,"8"
2018-12-03,0.37,2018,49,"8"
2018-12-10,0.31,2018,50,"8"
2018-12-17,0.21,2018,51,"8"
2018-12-24,0.09,2018,52,"8"
2018-12-31,0.29,2018,53,"8"
2019-01-07,0.17,2019,1,"8"
2019-01-14,0.14,2019,2,"8"
2019-01-21,0.09,2019,3,"8"
2019-01-28,0.29,2019,4,"8"
2019-02-04,0.26,2019,5,"8"
2019-02-11,0.43,2019,6,"8"
2019-02-18,0.32,2019,7,"8"
2019-02-25,0.26,2019,8,"8"
2019-03-04,0.34,2019,9,"8"
2019-03-11,0.24,2019,10,"8"
2019-03-18,0.25,2019,11,"8"
2019-03-25,0.23,2019,12,"8"
2019-04-01,0.17,2019,13,"8"
2019-04-08,0.1,2019,14,"8"
2019-04-15,0.22,2019,15,"8"
2019-04-22,0.3,2019,16,"8"
2019-04-29,0.15,2019,17,"8"
2019-05-06,0.25,2019,18,"8"
2019-05-13,0.31,2019,19,"8"
2019-05-20,0.29,2019,20,"8"
2019-05-27,0.27,2019,21,"8"
2019-06-03,0.25,2019,22,"8"
2019-06-10,0.25,2019,23,"8"
2019-06-17,0.26,2019,24,"8"
2019-06-24,0.25,2019,25,"8"
2019-07-01,0.24,2019,26,"8"
2019-07-08,0.31,2019,27,"8"
2019-07-15,0.24,2019,28,"8"
2019-07-22,0.24,2019,29,"8"
2019-07-29,0.22,2019,30,"8"
2019-08-05,0.25,2019,31,"8"
2019-08-12,0.27,2019,32,"8"
2019-08-19,0.28,2019,33,"8"
2019-08-26,0.19,2019,34,"8"
2019-09-02,0.27,2019,35,"8"
2019-09-09,0.23,2019,36,"8"
2019-09-16,0.23,2019,37,"8"
2019-09-23,0.36,2019,38,"8"
2019-09-30,0.3,2019,39,"8"
2019-10-07,0.19,2019,40,"8"
2019-10-14,0.36,2019,41,"8"
2019-10-21,0.21,2019,42,"8"
2019-10-28,0.28,2019,43,"8"
2019-11-04,0.29,2019,44,"8"
2019-11-11,0.28,2019,45,"8"
2019-11-18,0.35,2019,46,"8"
2019-11-25,0.4,2019,47,"8"
2019-12-02,0.13,2019,48,"8"
2019-12-09,0.17,2019,49,"8"
2019-12-16,0.27,2019,50,"8"
2019-12-23,0.34,2019,51,"8"
2019-12-30,0.34,2019,52,"8"
2020-01-06,0.11,2020,1,"8"
2020-01-13,0.17,2020,2,"8"
2020-01-20,0.16,2020,3,"8"
2020-01-27,0.21,2020,4,"8"
2020-02-03,0.24,2020,5,"8"
2020-02-10,0.14,2020,6,"8"
2020-02-17,0.18,2020,7,"8"
2020-02-24,0.14,2020,8,"8"
2020-03-02,0.22,2020,9,"8"
2020-03-09,0.08,2020,10,"8"
2020-03-16,0.18,2020,11,"8"
2020-03-23,0.13,2020,12,"8"
2020-03-30,0.14,2020,13,"8"
2020-04-06,0.36,2020,14,"8"
2020-04-13,0.38,2020,15,"8"
2020-04-20,0.21,2020,16,"8"
2020-04-27,0.2,2020,17,"8"
2020-05-04,0.2,2020,18,"8"
2020-05-11,0.2,2020,19,"8"
2020-05-18,0.24,2020,20,"8"
2020-05-25,0.29,2020,21,"8"
2020-06-01,0.2,2020,22,"8"
2020-06-08,0.24,2020,23,"8"
2020-06-15,-0.13,2020,24,"8"
